"id","account_id","occurred_at","channel"
343,1291,"2016-03-25 09:02:51","direct                                            "
344,1291,"2016-04-23 15:43:35","direct                                            "
345,1291,"2016-05-22 20:43:32","direct                                            "
346,1291,"2016-06-20 02:27:56","direct                                            "
347,1291,"2016-07-19 04:56:31","direct                                            "
348,1291,"2016-08-18 07:43:50","direct                                            "
349,1291,"2016-09-17 11:23:38","direct                                            "
350,1291,"2016-10-17 08:27:11","direct                                            "
351,1291,"2016-11-16 19:21:35","direct                                            "
352,1291,"2016-12-15 09:14:53","direct                                            "
353,1301,"2013-12-08 07:03:01","direct                                            "
354,1301,"2014-01-07 01:15:29","direct                                            "
355,1301,"2014-02-05 13:40:48","direct                                            "
356,1301,"2014-03-06 13:16:29","direct                                            "
357,1301,"2014-04-05 06:44:25","direct                                            "
358,1301,"2014-05-04 11:34:58","direct                                            "
359,1301,"2014-06-02 05:44:09","direct                                            "
360,1301,"2014-07-01 10:17:48","direct                                            "
361,1301,"2014-07-31 13:06:47","direct                                            "
362,1301,"2014-08-30 04:23:55","direct                                            "
363,1301,"2014-09-29 06:40:44","direct                                            "
364,1301,"2014-10-28 02:46:48","direct                                            "
365,1301,"2014-11-26 15:03:04","direct                                            "
366,1301,"2014-12-26 02:28:48","direct                                            "
367,1301,"2015-01-24 05:39:50","direct                                            "
368,1301,"2015-02-22 08:11:49","direct                                            "
369,1301,"2015-03-23 01:11:54","direct                                            "
370,1301,"2015-04-21 21:41:17","direct                                            "
371,1301,"2015-05-21 10:12:41","direct                                            "
372,1301,"2015-06-20 05:43:18","direct                                            "
373,1301,"2015-07-20 13:26:38","direct                                            "
374,1301,"2015-08-19 00:17:57","direct                                            "
375,1301,"2015-09-17 13:36:20","direct                                            "
376,1301,"2015-10-16 21:01:11","direct                                            "
377,1301,"2015-11-14 06:13:20","direct                                            "
378,1301,"2015-12-13 20:44:51","direct                                            "
379,1301,"2016-01-11 20:50:33","direct                                            "
380,1301,"2016-02-09 09:07:43","direct                                            "
381,1301,"2016-03-10 22:41:20","direct                                            "
382,1301,"2016-04-08 00:56:54","direct                                            "
383,1301,"2016-05-07 23:16:14","direct                                            "
384,1301,"2016-06-05 13:07:22","direct                                            "
385,1301,"2016-07-04 20:28:56","direct                                            "
386,1301,"2016-08-02 06:11:39","direct                                            "
387,1301,"2016-09-01 00:02:54","direct                                            "
388,1301,"2016-10-01 23:53:06","direct                                            "
389,1301,"2016-10-31 04:34:23","direct                                            "
390,1301,"2016-11-29 20:43:48","direct                                            "
391,1301,"2016-12-29 01:29:37","direct                                            "
392,1311,"2016-07-07 13:47:48","direct                                            "
393,1311,"2016-08-06 23:06:56","direct                                            "
394,1311,"2016-09-05 21:33:51","direct                                            "
395,1311,"2016-10-04 14:13:31","direct                                            "
396,1311,"2016-11-03 22:39:14","direct                                            "
397,1311,"2016-12-02 22:28:37","direct                                            "
398,1311,"2017-01-01 05:19:38","direct                                            "
399,1321,"2015-12-15 20:28:10","direct                                            "
400,1321,"2016-01-13 12:59:38","direct                                            "
401,1321,"2016-02-12 02:44:11","direct                                            "
402,1321,"2016-03-12 05:02:22","direct                                            "
403,1321,"2016-04-10 10:44:47","direct                                            "
404,1321,"2016-05-10 07:40:33","direct                                            "
405,1321,"2016-06-09 08:05:01","direct                                            "
406,1321,"2016-07-08 00:34:54","direct                                            "
407,1321,"2016-08-07 10:15:21","direct                                            "
408,1321,"2016-09-05 08:54:58","direct                                            "
409,1321,"2016-10-05 04:39:03","direct                                            "
410,1321,"2016-11-03 02:51:57","direct                                            "
411,1321,"2016-12-03 13:03:27","direct                                            "
412,1321,"2017-01-01 09:26:38","direct                                            "
413,1331,"2016-08-18 11:05:26","direct                                            "
414,1331,"2016-09-16 08:02:27","direct                                            "
415,1331,"2016-10-15 02:42:59","direct                                            "
416,1331,"2016-11-14 13:32:25","direct                                            "
417,1331,"2016-12-13 20:57:57","direct                                            "
418,1341,"2016-08-28 11:25:50","direct                                            "
419,1341,"2016-09-26 22:15:30","direct                                            "
420,1341,"2016-10-26 00:11:01","direct                                            "
421,1341,"2016-11-24 21:02:18","direct                                            "
422,1341,"2016-12-23 17:48:09","direct                                            "
423,1351,"2016-08-21 13:07:37","direct                                            "
424,1351,"2016-09-19 11:49:52","direct                                            "
425,1351,"2016-10-18 03:50:03","direct                                            "
426,1351,"2016-11-16 21:29:57","direct                                            "
427,1351,"2016-12-15 04:31:04","direct                                            "
428,1361,"2016-09-01 02:32:39","direct                                            "
429,1361,"2016-09-30 13:33:16","direct                                            "
430,1361,"2016-10-29 22:31:40","direct                                            "
431,1361,"2016-11-27 15:39:45","direct                                            "
432,1371,"2015-08-15 13:11:58","direct                                            "
433,1371,"2015-09-14 09:22:48","direct                                            "
434,1371,"2015-10-14 15:27:18","direct                                            "
435,1371,"2015-11-13 16:52:29","direct                                            "
436,1371,"2015-12-12 13:13:51","direct                                            "
437,1371,"2016-01-10 06:19:41","direct                                            "
438,1371,"2016-02-09 10:30:29","direct                                            "
439,1371,"2016-03-09 11:55:53","direct                                            "
440,1371,"2016-04-07 03:22:06","direct                                            "
441,1371,"2016-05-07 12:08:23","direct                                            "
442,1371,"2016-06-06 13:15:38","direct                                            "
443,1371,"2016-07-05 00:21:55","direct                                            "
444,1371,"2016-08-04 11:00:30","direct                                            "
445,1371,"2016-09-02 05:19:19","direct                                            "
446,1371,"2016-10-02 08:00:21","direct                                            "
447,1371,"2016-11-01 12:38:49","direct                                            "
448,1371,"2016-12-01 00:31:50","direct                                            "
449,1371,"2016-12-31 16:58:02","direct                                            "
450,1381,"2016-11-12 12:10:53","direct                                            "
451,1381,"2016-12-11 17:46:05","direct                                            "
452,1391,"2016-10-07 19:54:44","direct                                            "
453,1391,"2016-11-05 09:24:20","direct                                            "
454,1391,"2016-12-04 00:21:19","direct                                            "
455,1401,"2013-12-12 16:19:30","direct                                            "
456,1401,"2014-01-11 15:32:51","direct                                            "
457,1401,"2014-02-10 16:06:35","direct                                            "
458,1401,"2014-03-11 12:32:25","direct                                            "
459,1401,"2014-04-10 00:00:04","direct                                            "
460,1401,"2014-05-10 20:16:56","direct                                            "
461,1401,"2014-06-09 13:33:31","direct                                            "
462,1401,"2014-07-09 22:52:44","direct                                            "
463,1401,"2014-08-07 02:28:10","direct                                            "
464,1401,"2014-09-05 07:08:38","direct                                            "
465,1401,"2014-10-05 01:10:53","direct                                            "
466,1401,"2014-11-03 03:01:09","direct                                            "
467,1401,"2014-12-02 11:03:40","direct                                            "
468,1401,"2015-01-01 18:29:33","direct                                            "
469,1401,"2015-01-31 19:37:16","direct                                            "
470,1401,"2015-03-01 12:11:18","direct                                            "
471,1401,"2015-03-31 12:53:06","direct                                            "
472,1401,"2015-04-29 07:08:34","direct                                            "
473,1401,"2015-05-29 17:12:27","direct                                            "
474,1401,"2015-06-28 11:22:10","direct                                            "
475,1401,"2015-07-27 15:25:39","direct                                            "
476,1401,"2015-08-26 12:40:02","direct                                            "
477,1401,"2015-09-25 09:25:21","direct                                            "
478,1401,"2015-10-25 21:49:37","direct                                            "
479,1401,"2015-11-23 22:28:27","direct                                            "
480,1401,"2015-12-23 10:17:08","direct                                            "
481,1401,"2016-01-22 04:30:43","direct                                            "
482,1401,"2016-02-20 18:31:47","direct                                            "
483,1401,"2016-03-21 06:27:38","direct                                            "
484,1401,"2016-04-19 02:54:54","direct                                            "
485,1401,"2016-05-18 00:09:10","direct                                            "
486,1401,"2016-06-16 02:53:33","direct                                            "
487,1401,"2016-07-16 04:22:35","direct                                            "
488,1401,"2016-08-15 06:49:31","direct                                            "
489,1401,"2016-09-14 18:39:15","direct                                            "
490,1401,"2016-10-14 13:07:24","direct                                            "
491,1401,"2016-11-12 07:05:27","direct                                            "
492,1401,"2016-12-12 03:32:29","direct                                            "
493,1411,"2013-12-30 21:37:46","direct                                            "
494,1411,"2014-01-29 20:56:34","direct                                            "
495,1411,"2014-02-28 19:45:05","direct                                            "
496,1411,"2014-03-30 18:24:29","direct                                            "
497,1411,"2014-04-28 21:13:06","direct                                            "
498,1411,"2014-05-27 20:43:08","direct                                            "
499,1411,"2014-06-26 06:28:58","direct                                            "
500,1411,"2014-07-26 15:44:03","direct                                            "
501,1411,"2014-08-24 07:43:10","direct                                            "
502,1411,"2014-09-23 13:02:09","direct                                            "
503,1411,"2014-10-23 20:42:57","direct                                            "
504,1411,"2014-11-21 09:55:43","direct                                            "
505,1411,"2014-12-20 01:47:38","direct                                            "
506,1411,"2015-01-19 20:32:35","direct                                            "
507,1411,"2015-02-18 17:00:52","direct                                            "
508,1411,"2015-03-19 20:50:39","direct                                            "
509,1411,"2015-04-17 17:42:23","direct                                            "
510,1411,"2015-05-16 22:58:02","direct                                            "
511,1411,"2015-06-15 10:28:56","direct                                            "
512,1411,"2015-07-14 03:19:08","direct                                            "
513,1411,"2015-08-13 10:04:37","direct                                            "
514,1411,"2015-09-11 14:42:38","direct                                            "
515,1411,"2015-10-10 19:53:38","direct                                            "
516,1411,"2015-11-08 09:20:50","direct                                            "
517,1411,"2015-12-08 20:54:14","direct                                            "
518,1411,"2016-01-06 08:34:58","direct                                            "
519,1411,"2016-02-04 02:33:55","direct                                            "
520,1411,"2016-03-05 22:59:52","direct                                            "
521,1411,"2016-04-04 04:54:25","direct                                            "
522,1411,"2016-05-03 23:53:26","direct                                            "
523,1411,"2016-06-02 03:48:13","direct                                            "
524,1411,"2016-07-02 10:04:20","direct                                            "
525,1411,"2016-08-01 23:33:35","direct                                            "
526,1411,"2016-08-31 20:48:44","direct                                            "
527,1411,"2016-09-30 19:34:49","direct                                            "
528,1411,"2016-10-29 22:28:39","direct                                            "
529,1411,"2016-11-28 12:23:09","direct                                            "
530,1411,"2016-12-28 04:05:11","direct                                            "
531,1421,"2014-01-01 12:53:38","direct                                            "
