"CDW                                               ",184.000000,227.000000,141.000000
"Celgene                                           ",215.000000,221.000000,140.000000
"Centene                                           ",206.000000,229.000000,145.000000
"CenturyLink                                       ",298.000000,391.000000,370.000000
"Charter Communications                            ",326.000000,28.000000,63.000000
"Chesapeake Energy                                 ",272.000000,291.000000,113.000000
"Chevron                                           ",150.000000,220.000000,147.000000
"CHS                                               ",200.000000,265.000000,529.000000
"Cigna                                             ",535.000000,46.000000,22.000000
"Cisco Systems                                     ",329.000000,23.000000,41.000000
"Citigroup                                         ",378.000000,63.000000,49.000000
"Coca-Cola                                         ",290.000000,25.000000,23.000000
"Cognizant Technology Solutions                    ",254.000000,261.000000,117.000000
"Colgate-Palmolive                                 ",330.000000,45.000000,25.000000
"Comcast                                           ",294.000000,18.000000,29.000000
"Community Health Systems                          ",409.000000,294.000000,111.000000
"Computer Sciences                                 ",137.000000,42.000000,21.000000
"ConAgra Foods                                     ",176.000000,241.000000,141.000000
"ConocoPhillips                                    ",431.000000,30.000000,27.000000
"Consolidated Edison                               ",176.000000,0.000000,57.000000
"Core-Mark Holding                                 ",743.000000,35.000000,20.000000
"Corning                                           ",124.000000,40.000000,83.000000
"Costco                                            ",143.000000,186.000000,372.000000
"Crown Holdings                                    ",285.000000,394.000000,123.000000
"CST Brands                                        ",345.000000,33.000000,66.000000
"CSX                                               ",274.000000,298.000000,186.000000
"Cummins                                           ",207.000000,186.000000,131.000000
"CVS Health                                        ",154.000000,259.000000,152.000000
"D.R. Horton                                       ",185.000000,244.000000,146.000000
"Danaher                                           ",178.000000,261.000000,151.000000
"DaVita HealthCare Partners                        ",109.000000,40.000000,128.000000
"Dean Foods                                        ",207.000000,214.000000,142.000000
"Deere                                             ",102.000000,39.000000,29.000000
"Delta Air Lines                                   ",149.000000,9.000000,6.000000
"Devon Energy                                      ",311.000000,304.000000,116.000000
"Discover Financial Services                       ",208.000000,209.000000,118.000000
"DISH Network                                      ",353.000000,37.000000,269.000000
"Disney                                            ",307.000000,246.000000,29.000000
"Dollar General                                    ",406.000000,30.000000,30.000000
"Dollar Tree                                       ",212.000000,181.000000,17.000000
"Dominion Resources                                ",204.000000,190.000000,97.000000
"Dow Chemical                                      ",181.000000,278.000000,152.000000
"DTE Energy                                        ",395.000000,20.000000,23.000000
"Duke Energy                                       ",222.000000,225.000000,128.000000
"DuPont                                            ",310.000000,37.000000,18.000000
"Eastman Chemical                                  ",228.000000,158.000000,115.000000
"eBay                                              ",362.000000,32.000000,80.000000
"Ecolab                                            ",353.000000,75.000000,29.000000
"Edison International                              ",757.000000,25.000000,423.000000
"Eli Lilly                                         ",300.000000,316.000000,100.000000
"EMC                                               ",265.000000,267.000000,97.000000
"Emerson Electric                                  ",191.000000,235.000000,130.000000
"Energy Transfer Equity                            ",222.000000,159.000000,118.000000
"Entergy                                           ",329.000000,28.000000,39.000000
"Enterprise Products Partners                      ",192.000000,295.000000,172.000000
"EOG Resources                                     ",282.000000,523.000000,105.000000
"Estee Lauder                                      ",182.000000,233.000000,144.000000
"Eversource Energy                                 ",286.000000,446.000000,115.000000
"Exelon                                            ",104.000000,45.000000,42.000000
"Express Scripts Holding                           ",166.000000,409.000000,108.000000
"Exxon Mobil                                       ",527.000000,14.000000,0.000000
"Facebook                                          ",503.000000,321.000000,119.000000
"Fannie Mae                                        ",271.000000,25.000000,44.000000
"Farmers Insurance Exchange                        ",326.000000,40.000000,21.000000
"FedEx                                             ",330.000000,32.000000,26.000000
"Fidelity National Financial                       ",404.000000,16.000000,1431.000000
"First Data                                        ",205.000000,244.000000,164.000000
"FirstEnergy                                       ",322.000000,38.000000,35.000000
"Fluor                                             ",190.000000,231.000000,146.000000
"Ford Motor                                        ",221.000000,236.000000,161.000000
"Franklin Resources                                ",239.000000,221.000000,101.000000
"Freddie Mac                                       ",193.000000,235.000000,130.000000
"Freeport-McMoRan                                  ",173.000000,282.000000,138.000000
"GameStop                                          ",306.000000,174.000000,15.000000
"Gap                                               ",131.000000,212.000000,138.000000
"General Dynamics                                  ",206.000000,286.000000,171.000000
"General Electric                                  ",102.000000,58.000000,48.000000
"General Mills                                     ",423.000000,36.000000,12.000000
"General Motors                                    ",402.000000,242.000000,146.000000
"Genuine Parts                                     ",329.000000,351.000000,106.000000
"Genworth Financial                                ",332.000000,33.000000,29.000000
"Gilead Sciences                                   ",343.000000,43.000000,33.000000
"Global Partners                                   ",351.000000,22.000000,53.000000
"Goodyear Tire & Rubber                            ",171.000000,329.000000,148.000000
"Group 1 Automotive                                ",397.000000,39.000000,12.000000
"Guardian Life Ins. Co. of America                 ",206.000000,228.000000,161.000000
"Halliburton                                       ",289.000000,388.000000,135.000000
"Hartford Financial Services Group                 ",343.000000,25.000000,16.000000
"HCA Holdings                                      ",301.000000,348.000000,130.000000
"HD Supply Holdings                                ",308.000000,272.000000,83.000000
"Health Net                                        ",376.000000,42.000000,15.000000
"Henry Schein                                      ",194.000000,291.000000,159.000000
"Hertz Global Holdings                             ",314.000000,50.000000,31.000000
"Hilton Worldwide Holdings                         ",133.000000,52.000000,46.000000
"HollyFrontier                                     ",205.000000,232.000000,175.000000
"Home Depot                                        ",245.000000,209.000000,95.000000
"Honeywell International                           ",335.000000,50.000000,81.000000
"Hormel Foods                                      ",188.000000,197.000000,141.000000
"HP                                                ",350.000000,71.000000,103.000000
"Humana                                            ",384.000000,44.000000,13.000000
"Huntsman                                          ",257.000000,104.000000,159.000000
"IBM                                               ",263.000000,251.000000,278.000000
"Icahn Enterprises                                 ",248.000000,144.000000,113.000000
"Illinois Tool Works                               ",358.000000,243.000000,311.000000
"Ingram Micro                                      ",162.000000,172.000000,87.000000
"Intel                                             ",189.000000,243.000000,152.000000
"International Paper                               ",270.000000,274.000000,101.000000
"INTL FCStone                                      ",330.000000,73.000000,22.000000
"J.C. Penney                                       ",95.000000,22.000000,22.000000
"J.P. Morgan Chase                                 ",301.000000,61.000000,30.000000
"Jabil Circuit                                     ",182.000000,208.000000,140.000000
"Jacobs Engineering Group                          ",181.000000,230.000000,225.000000
"Jarden                                            ",248.000000,250.000000,132.000000
"Johnson & Johnson                                 ",239.000000,263.000000,173.000000
"Johnson Controls                                  ",296.000000,29.000000,24.000000
"Kellogg                                           ",357.000000,30.000000,46.000000
"Kimberly-Clark                                    ",331.000000,17.000000,38.000000
"Kinder Morgan                                     ",364.000000,37.000000,24.000000
"KKR                                               ",194.000000,230.000000,155.000000
"Kohl's                                            ",1878.000000,286.000000,167.000000
"Kraft Heinz                                       ",304.000000,22.000000,37.000000
"Kroger                                            ",284.000000,42.000000,175.000000
"L Brands                                          ",299.000000,313.000000,65.000000
"L-3 Communications                                ",333.000000,28.000000,19.000000
"Laboratory Corp. of America                       ",375.000000,27.000000,7.000000
"Land O'Lakes                                      ",349.000000,25.000000,56.000000
"Las Vegas Sands                                   ",116.000000,41.000000,28.000000
"Lear                                              ",114.000000,41.000000,38.000000
"Lennar                                            ",517.000000,10.000000,2.000000
"Leucadia National                                 ",189.000000,245.000000,163.000000
"Level 3 Communications                            ",123.000000,0.000000,33.000000
"Liberty Interactive                               ",240.000000,48.000000,9.000000
"Liberty Mutual Insurance Group                    ",294.000000,308.000000,57.000000
"Lincoln National                                  ",191.000000,228.000000,176.000000
"Lithia Motors                                     ",312.000000,141.000000,45.000000
"Lockheed Martin                                   ",457.000000,4.000000,16.000000
"Loews                                             ",498.000000,0.000000,10.000000
"Lowe's                                            ",375.000000,26.000000,43.000000
"Macy's                                            ",372.000000,50.000000,21.000000
"ManpowerGroup                                     ",442.000000,7.000000,22.000000
"Marathon Petroleum                                ",307.000000,62.000000,27.000000
"Marriott International                            ",395.000000,348.000000,101.000000
"Marsh & McLennan                                  ",174.000000,253.000000,160.000000
"Masco                                             ",129.000000,33.000000,43.000000
"Massachusetts Mutual Life Insurance               ",113.000000,7.000000,5.000000
"MasterCard                                        ",240.000000,234.000000,70.000000
"McDonald's                                        ",190.000000,250.000000,100.000000
"McKesson                                          ",167.000000,154.000000,129.000000
"Merck                                             ",358.000000,37.000000,41.000000
"MetLife                                           ",499.000000,6.000000,0.000000
"MGM Resorts International                         ",164.000000,267.000000,176.000000
"Micron Technology                                 ",145.000000,45.000000,20.000000
"Microsoft                                         ",88.000000,32.000000,62.000000
"Mohawk Industries                                 ",485.000000,70.000000,10.000000
"Molina Healthcare                                 ",361.000000,220.000000,30.000000
"Mondelez International                            ",335.000000,27.000000,282.000000
"Monsanto                                          ",354.000000,43.000000,26.000000
"Morgan Stanley                                    ",300.000000,77.000000,22.000000
"Mosaic                                            ",214.000000,243.000000,289.000000
"Murphy USA                                        ",288.000000,30.000000,168.000000
"National Oilwell Varco                            ",169.000000,237.000000,276.000000
"Nationwide                                        ",259.000000,260.000000,156.000000
"Navistar International                            ",310.000000,21.000000,67.000000
"New York Life Insurance                           ",326.000000,45.000000,38.000000
"Newmont Mining                                    ",90.000000,57.000000,129.000000
"News Corp.                                        ",189.000000,218.000000,109.000000
"NextEra Energy                                    ",101.000000,27.000000,44.000000
"NGL Energy Partners                               ",204.000000,218.000000,90.000000
"Nordstrom                                         ",226.000000,222.000000,138.000000
"Norfolk Southern                                  ",349.000000,82.000000,12.000000
"Northrop Grumman                                  ",181.000000,232.000000,173.000000
"Northwestern Mutual                               ",278.000000,23.000000,52.000000
"NRG Energy                                        ",192.000000,236.000000,124.000000
"Nucor                                             ",348.000000,17.000000,29.000000
"Occidental Petroleum                              ",273.000000,295.000000,99.000000
"Office Depot                                      ",431.000000,31.000000,40.000000
"Omnicom Group                                     ",324.000000,28.000000,28.000000
"Oneok                                             ",209.000000,26.000000,24.000000
"Oracle                                            ",255.000000,281.000000,133.000000
"O'Reilly Automotive                               ",197.000000,190.000000,111.000000
"Owens & Minor                                     ",92.000000,57.000000,57.000000
"Paccar                                            ",113.000000,247.000000,134.000000
"Pacific Life                                      ",336.000000,30.000000,2184.000000
"Parker-Hannifin                                   ",104.000000,77.000000,41.000000
"PayPal Holdings                                   ",321.000000,26.000000,40.000000
"PBF Energy                                        ",123.000000,20.000000,47.000000
"Penske Automotive Group                           ",199.000000,257.000000,184.000000
"PepsiCo                                           ",297.000000,300.000000,70.000000
"Performance Food Group                            ",329.000000,34.000000,46.000000
"Peter Kiewit Sons'                                ",323.000000,319.000000,131.000000
"Pfizer                                            ",264.000000,352.000000,107.000000
"PG&E Corp.                                        ",264.000000,420.000000,79.000000
"Philip Morris International                       ",299.000000,43.000000,38.000000
"Phillips 66                                       ",212.000000,212.000000,136.000000
"Plains GP Holdings                                ",402.000000,15.000000,23.000000
"PNC Financial Services Group                      ",93.000000,57.000000,137.000000
"PPG Industries                                    ",255.000000,194.000000,116.000000
"PPL                                               ",221.000000,231.000000,127.000000
"Praxair                                           ",564.000000,27.000000,19.000000
"Precision Castparts                               ",197.000000,249.000000,521.000000
"Priceline Group                                   ",349.000000,29.000000,21.000000
"Principal Financial                               ",289.000000,52.000000,41.000000
"Procter & Gamble                                  ",240.000000,184.000000,87.000000
"Progressive                                       ",361.000000,34.000000,37.000000
"Prudential Financial                              ",193.000000,232.000000,153.000000
"Public Service Enterprise Group                   ",181.000000,313.000000,358.000000
"Publix Super Markets                              ",185.000000,269.000000,154.000000
"PVH                                               ",313.000000,27.000000,46.000000
"Qualcomm                                          ",336.000000,19.000000,54.000000
"R.R. Donnelley & Sons                             ",369.000000,21.000000,72.000000
"Raytheon                                          ",235.000000,247.000000,158.000000
"Reinsurance Group of America                      ",403.000000,52.000000,20.000000
"Reliance Steel & Aluminum                         ",364.000000,330.000000,100.000000
"Republic Services                                 ",197.000000,220.000000,400.000000
"Reynolds American                                 ",348.000000,28.000000,27.000000
"Rite Aid                                          ",326.000000,23.000000,9.000000
"Ross Stores                                       ",344.000000,37.000000,34.000000
"Sears Holdings                                    ",378.000000,201.000000,152.000000
"Sempra Energy                                     ",208.000000,345.000000,148.000000
"Sherwin-Williams                                  ",92.000000,53.000000,41.000000
"Sonic Automotive                                  ",283.000000,28.000000,22.000000
"Southern                                          ",348.000000,28.000000,25.000000
"Southwest Airlines                                ",387.000000,43.000000,26.000000
"SpartanNash                                       ",78.000000,51.000000,44.000000
"Stanley Black & Decker                            ",345.000000,44.000000,19.000000
"Staples                                           ",348.000000,25.000000,40.000000
"Starbucks                                         ",164.000000,314.000000,526.000000
"State Farm Insurance Cos.                         ",1892.000000,235.000000,150.000000
"State Street Corp.                                ",209.000000,235.000000,161.000000
"Stryker                                           ",268.000000,84.000000,37.000000
"SunTrust Banks                                    ",202.000000,241.000000,185.000000
"Supervalu                                         ",198.000000,249.000000,147.000000
"Synnex                                            ",304.000000,272.000000,95.000000
"Sysco                                             ",191.000000,231.000000,174.000000
"Target                                            ",247.000000,208.000000,151.000000
"Tech Data                                         ",383.000000,21.000000,8.000000
"Tenet Healthcare                                  ",312.000000,244.000000,91.000000
"Tenneco                                           ",75.000000,76.000000,61.000000
"Tesoro                                            ",177.000000,195.000000,157.000000
"Texas Instruments                                 ",339.000000,22.000000,65.000000
"Textron                                           ",389.000000,33.000000,25.000000
"Thermo Fisher Scientific                          ",395.000000,41.000000,40.000000
"Thrivent Financial for Lutherans                  ",274.000000,24.000000,33.000000
"TIAA                                              ",280.000000,39.000000,38.000000
"Time Warner                                       ",254.000000,247.000000,91.000000
"Time Warner Cable                                 ",268.000000,331.000000,116.000000
"TJX                                               ",413.000000,36.000000,58.000000
"Toys 'R' Us                                       ",217.000000,358.000000,113.000000
"Travelers Cos.                                    ",526.000000,268.000000,94.000000
"Twenty-First Century Fox                          ",95.000000,54.000000,83.000000
"Tyson Foods                                       ",112.000000,43.000000,30.000000
"U.S. Bancorp                                      ",439.000000,248.000000,49.000000
"Union Pacific                                     ",368.000000,35.000000,51.000000
"United Continental Holdings                       ",283.000000,40.000000,22.000000
"United Natural Foods                              ",301.000000,56.000000,32.000000
"United States Steel                               ",213.000000,225.000000,125.000000
"United Technologies                               ",220.000000,242.000000,140.000000
"UnitedHealth Group                                ",401.000000,40.000000,17.000000
"Univar                                            ",277.000000,18.000000,40.000000
"Universal Health Services                         ",518.000000,7.000000,0.000000
"Unum Group                                        ",340.000000,78.000000,30.000000
"UPS                                               ",401.000000,323.000000,114.000000
"US Foods Holding                                  ",188.000000,321.000000,65.000000
"USAA                                              ",195.000000,312.000000,233.000000
"Valero Energy                                     ",151.000000,268.000000,153.000000
"Veritiv                                           ",89.000000,41.000000,49.000000
"Verizon                                           ",278.000000,220.000000,152.000000
"VF                                                ",316.000000,284.000000,106.000000
"Viacom                                            ",405.000000,32.000000,18.000000
"Visa                                              ",237.000000,251.000000,126.000000
"Voya Financial                                    ",378.000000,26.000000,21.000000
"W.W. Grainger                                     ",167.000000,271.000000,164.000000
"Walgreens Boots Alliance                          ",402.000000,25.000000,21.000000
"Walmart                                           ",282.000000,280.000000,114.000000
"Waste Management                                  ",570.000000,282.000000,10.000000
"WellCare Health Plans                             ",316.000000,313.000000,118.000000
"Wells Fargo                                       ",184.000000,257.000000,153.000000
"Western Digital                                   ",193.000000,240.000000,170.000000
"Western Refining                                  ",345.000000,99.000000,31.000000
"WestRock                                          ",98.000000,44.000000,48.000000
"Whirlpool                                         ",273.000000,46.000000,61.000000
"Whole Foods Market                                ",392.000000,24.000000,14.000000
"World Fuel Services                               ",208.000000,207.000000,15.000000
"Xcel Energy                                       ",417.000000,157.000000,9.000000
"Xerox                                             ",267.000000,19.000000,88.000000
"Yum Brands                                        ",281.000000,39.000000,24.000000
